,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Temperature Max,Wind Speed
376,Palestina,75,EC,1559362119,88,-1.63,-79.98,73.4,6.93
377,The Valley,20,AI,1559362119,83,18.22,-63.06,77.0,6.93
378,Bagdarin,0,RU,1559362119,27,54.44,113.59,59.1,3.49
379,Port Hawkesbury,90,CA,1559362120,100,45.62,-61.36,45.0,2.24
380,Jombang,71,ID,1559362120,55,-7.54,112.24,85.92,9.17
381,Talnakh,90,RU,1559362120,89,69.49,88.39,32.0,4.47
382,Sorrento,0,AU,1559362120,23,-31.82,115.75,75.99,9.17
383,Broken Hill,90,AU,1559362121,62,-31.97,141.45,53.6,13.87
384,Kryve Ozero,33,UA,1559362121,94,47.95,30.35,63.06,12.95
385,Camacari,40,BR,1559362122,83,-12.7,-38.32,77.0,3.36
386,Viedma,63,AR,1559362122,80,-40.81,-62.99,48.48,13.49
387,Coquimbo,0,CL,1559362041,93,-29.95,-71.34,53.6,8.05
388,Rio Grande,1,BR,1559362122,85,-32.03,-52.1,54.24,3.13
389,Panlaitan,100,PH,1559362123,69,12.12,119.85,88.08,10.02
390,Malabo,100,CD,1559362123,97,1.56,30.43,65.22,1.99
391,Latung,87,ID,1559362123,50,-8.45,120.42,89.34,2.46
392,Niamey,20,NE,1559362124,65,13.52,2.11,82.4,9.17
393,Nchelenge,45,ZM,1559362124,68,-9.35,28.74,62.34,8.77
394,Den Helder,90,NL,1559362124,87,52.96,4.76,57.99,10.29
395,Maceio,75,BR,1559362124,94,-9.67,-35.74,71.6,3.36
396,Puerto Escondido,100,MX,1559362125,76,15.86,-97.07,79.8,1.34
397,Hambantota,75,LK,1559362125,83,6.12,81.12,84.2,11.41
398,Fort Nelson,90,CA,1559362125,45,58.81,-122.69,66.2,4.7
399,Camacha,20,PT,1559362126,88,33.08,-16.33,66.2,11.41
400,Hokitika,99,NZ,1559362126,45,-42.72,170.96,54.24,8.05
401,Shilong,75,CN,1559362126,83,23.11,113.84,88.0,6.71
402,Genc,75,TR,1559362127,52,38.75,40.56,68.0,2.24
403,Yar-Sale,84,RU,1559362127,84,66.83,70.83,30.48,10.38
404,Ucluelet,0,CA,1559362119,93,48.94,-125.55,64.99,1.99
405,Kaeo,99,NZ,1559362128,84,-35.1,173.78,52.0,5.01
406,Madras,40,US,1559361917,56,44.63,-121.13,71.01,5.53
407,Saint-Francois,40,FR,1559362173,100,46.42,3.91,48.2,3.36
408,Mbini,55,GQ,1559362174,89,1.58,9.62,76.38,9.33
409,Noumea,90,NC,1559362174,53,-22.28,166.46,73.4,10.29
410,Kortkeros,0,RU,1559362174,67,61.81,51.56,57.2,4.47
411,Anchorage,90,US,1559362175,41,61.22,-149.89,64.4,12.75
412,Galveston,1,US,1559362175,82,40.58,-86.19,69.01,5.82
413,Moerai,100,PF,1559362175,80,-22.43,-151.33,74.4,14.85
414,Port Hedland,0,AU,1559362176,12,-20.31,118.58,75.2,20.8
415,Warrnambool,100,AU,1559362176,76,-38.38,142.48,59.0,9.78
416,Tigil,100,RU,1559362176,56,57.8,158.67,61.08,7.36
417,Luang Prabang,90,LA,1559362177,83,19.89,102.14,80.6,1.86
418,Geraldton,75,CA,1559362177,61,49.72,-86.95,48.2,8.05
419,Port Hardy,75,CA,1559362178,76,50.7,-127.42,57.2,5.82
420,Siderno,20,IT,1559362178,82,38.28,16.3,62.6,4.7
421,Craig,40,US,1559362178,71,40.52,-107.55,55.4,17.22
422,Jerome,1,US,1559362179,19,34.75,-112.11,72.0,4.7
423,Berea,1,US,1559361992,64,41.37,-81.85,70.0,8.05
424,Kieta,7,PG,1559362179,65,-6.22,155.63,87.0,11.25
425,Antofagasta,75,CL,1559362180,82,-23.65,-70.4,59.0,3.36
426,Pringsewu,100,ID,1559362180,62,-5.36,104.98,85.56,2.91
427,Tazovskiy,100,RU,1559362180,96,67.47,78.7,32.82,11.81
428,Newtonmore,20,GB,1559362181,93,57.07,-4.12,50.0,9.17
429,Dvinskoy,100,RU,1559362181,92,62.16,45.12,49.56,4.85
430,Mayo,75,CA,1559362181,71,63.59,-135.9,57.2,8.05
431,Araouane,0,ML,1559362182,11,18.9,-3.53,92.94,6.42
432,Nome,1,US,1559362182,94,30.04,-94.42,75.0,3.36
433,Emerald,90,AU,1559362183,38,-23.53,148.16,61.0,10.29
434,Yerbogachen,58,RU,1559362183,30,61.28,108.01,65.04,9.71
435,Pontalina,65,BR,1559362183,59,-17.52,-49.45,73.14,3.29
436,Wanaka,89,NZ,1559362183,77,-44.7,169.14,34.62,6.29
437,Waingapu,83,ID,1559362184,62,-9.65,120.26,82.14,17.63
438,North Bend,1,US,1559361905,93,43.41,-124.22,55.0,13.87
439,Ajdabiya,6,LY,1559362186,61,30.75,20.22,74.22,6.71
440,Cabatuan,12,PH,1559362186,55,16.95,121.67,89.88,4.54
441,Juybar,20,IR,1559362186,77,36.64,52.91,68.0,4.7
442,Asbestos,1,CA,1559362187,87,45.78,-71.93,45.0,6.51
443,Garissa,46,KE,1559362187,74,-0.46,39.64,76.92,12.75
444,Makinsk,0,KZ,1559362187,69,52.63,70.42,68.46,12.77
445,Buin,20,CL,1559362188,81,-33.73,-70.74,46.4,2.24
446,Xixiang,40,CN,1559362188,70,22.58,113.87,86.0,12.75
447,Paita,4,PE,1559362188,90,-5.09,-81.11,68.1,16.31
448,Krasnoborsk,70,RU,1559362189,69,61.56,45.93,55.32,5.35
449,Tiznit,100,MA,1559361953,65,29.7,-9.73,72.42,13.87
450,Merritt Island,20,US,1559362233,54,28.54,-80.67,82.99,12.75
451,Arlit,0,NE,1559362234,30,18.74,7.39,90.06,10.96
452,Beloha,2,MG,1559362234,96,-25.17,45.06,63.06,5.21
453,Kamenka,64,RU,1559362234,53,53.19,44.05,75.99,5.06
454,Divnogorsk,40,RU,1559362235,75,55.96,92.38,42.8,15.66
455,Maragogi,29,BR,1559362235,94,-9.01,-35.22,72.6,2.73
456,Roebourne,0,AU,1559362235,11,-20.77,117.15,76.02,23.29
457,Hay River,90,CA,1559362236,66,60.82,-115.79,39.2,14.99
458,Dunedin,30,NZ,1559362236,86,-45.87,170.5,42.01,15.99
459,Galesong,40,ID,1559362236,62,-5.32,119.37,86.0,6.93
460,Baykit,5,RU,1559362237,37,61.68,96.39,52.26,3.31
461,Iquique,90,CL,1559362237,67,-20.22,-70.14,62.6,4.7
462,Isangel,75,VU,1559362237,61,-19.55,169.27,80.6,16.11
463,Dauphin,1,CA,1559362238,53,51.15,-100.04,50.0,5.82
464,Krasnouralsk,3,RU,1559362238,61,58.36,60.04,58.56,0.98
465,Santa Vitoria do Palmar,1,BR,1559362238,77,-33.52,-53.37,55.14,3.96
466,Broome,0,GB,1559362083,93,52.47,1.45,55.99,8.05
467,Grand Gaube,75,MU,1559362239,100,-20.01,57.66,75.0,9.17
468,The Pas,75,CA,1559362239,50,53.82,-101.24,53.6,4.7
469,Goya,100,AR,1559362239,90,-29.14,-59.27,59.64,4.32
470,Marawi,78,PH,1559362240,79,8.0,124.29,87.01,7.0
471,Victor Harbor,40,AU,1559362240,62,-35.55,138.62,61.0,10.29
472,Quatre Cocos,75,MU,1559362240,100,-20.21,57.76,75.0,9.17
473,Jian,0,IN,1559362240,71,25.65,87.89,85.92,13.13
474,Cumpas,0,MX,1559362241,19,30.0,-109.78,75.48,7.38
475,Saint-Louis,0,CH,1559362241,93,47.59,7.56,57.2,2.24
476,Acajutla,100,SV,1559362155,91,13.59,-89.83,73.99,14.47
477,Cedar City,20,US,1559362076,76,37.68,-113.06,55.99,5.82
478,Okha,95,RU,1559362242,75,53.59,142.95,45.78,20.6
479,Uri,0,IT,1559362242,100,40.64,8.49,55.0,2.24
480,Portland,20,US,1559361679,50,45.52,-122.67,75.2,9.17
481,Dingle,95,PH,1559362243,44,11.0,122.67,94.74,11.63
482,Bay Roberts,90,CA,1559362243,79,47.58,-53.28,35.01,9.17
483,Mirabela,0,BR,1559362243,64,-16.25,-44.16,71.6,3.89
484,Vestmannaeyjar,88,IS,1559362244,72,63.44,-20.27,43.98,16.31
485,Nalut,1,LY,1559362244,78,31.86,10.98,58.74,18.01
486,Plettenberg Bay,0,ZA,1559362244,83,-34.05,23.37,55.68,1.43
487,Fare,8,PF,1559362245,70,-16.7,-151.02,82.68,7.76
488,Rioja,66,PE,1559362245,99,-6.06,-77.17,54.06,2.57
489,Moura,0,PT,1559362245,45,38.14,-7.45,64.4,8.05
490,College,90,US,1559362195,87,64.86,-147.8,55.4,3.36
491,Samarai,100,PG,1559362246,96,-10.62,150.67,74.22,7.34
492,Port-Cartier,40,CA,1559362246,80,50.03,-66.88,44.01,4.7
493,Santa Rosalia,0,IT,1559362247,82,38.07,13.27,64.99,5.82
494,Vigrestad,75,NO,1559362293,93,58.57,5.7,53.6,20.8
495,Scarborough,4,GB,1559362293,87,54.28,-0.41,55.99,6.93
496,Eyrarbakki,75,IS,1559362294,65,63.86,-21.15,46.99,4.7
497,Lejanias,57,CO,1559362294,89,3.53,-74.02,53.52,2.15
498,Baijiantan,0,CN,1559362294,23,45.63,85.18,73.68,7.07
499,Wajir,75,KE,1559362295,83,1.75,40.07,77.0,6.93
500,Srednekolymsk,96,RU,1559362295,73,67.46,153.71,48.66,15.64
501,Mehamn,71,NO,1559362295,70,71.03,27.85,43.44,4.38
502,Havre-Saint-Pierre,75,CA,1559362296,81,50.23,-63.6,42.8,5.82
503,Morbach,0,DE,1559362296,93,49.52,10.62,55.99,3.36
504,Biak,86,ID,1559362296,90,-0.91,122.88,70.98,3.98
505,Bunia,100,CD,1559362297,97,1.56,30.25,65.22,1.99
506,Tunceli,75,TR,1559362297,77,39.11,39.55,64.4,4.7
507,Prince Rupert,90,CA,1559362297,100,54.32,-130.32,53.6,2.24
508,Quartucciu,0,IT,1559362298,87,39.25,9.18,62.6,6.93
509,Alghero,0,IT,1559362298,100,40.56,8.32,55.0,2.24
510,Brest,2,BY,1559362298,87,52.09,23.69,53.6,2.24
511,Kuytun,100,RU,1559362299,52,54.34,101.51,56.04,6.71
512,Kathmandu,20,NP,1559362300,69,27.71,85.32,77.0,4.7
513,Phayakkhaphum Phisai,20,TH,1559362300,84,15.52,103.19,86.0,5.82
514,Yenagoa,100,NG,1559362300,96,4.92,6.26,73.5,3.04
515,Helong,97,CN,1559362301,92,25.94,116.13,71.88,1.21
516,Mount Isa,0,AU,1559362301,25,-20.73,139.49,66.2,12.75
517,Miles City,1,US,1559362301,62,46.41,-105.84,55.4,9.17
518,Vostok,2,RU,1559362302,60,46.45,135.83,60.72,8.52
519,Kamaishi,75,JP,1559362302,87,39.28,141.86,60.8,4.7
520,Tupiza,78,BO,1559362302,18,-21.44,-65.72,38.58,12.73
521,Quesnel,1,CA,1559362302,47,52.98,-122.49,75.2,2.24
522,Inhambane,40,MZ,1559362303,88,-23.87,35.38,66.2,4.54
523,Nata,0,CY,1559362303,72,34.78,32.57,69.8,6.93
524,Ereymentau,15,KZ,1559362303,59,51.62,73.1,72.42,12.41
525,Severo-Kurilsk,77,RU,1559362304,91,50.68,156.12,41.28,14.85
526,Opuwo,0,NA,1559362304,55,-18.06,13.84,58.2,1.63
527,Tauramena,99,CO,1559362304,97,5.01,-72.75,65.4,2.8
528,Wamba,100,CD,1559362305,98,2.14,27.99,69.36,2.35
